index,0,1,2,3,4
0,0.06384090648834746,0.5062498883491667,0.3305547815550376,0.07445155188900641,0.024902871718441764
1,0.08113664841934051,0.814945252714263,0.004073159621180263,0.03677819007939644,0.06306674916581977
2,0.6362154387175738,0.05583595354616205,0.12471538266312962,0.06460053529824969,0.11863268977488486
3,0.06294357105773904,0.004941032710174501,0.8047615925238769,0.012208002542852975,0.11514580116535651
4,0.36315617493528835,0.2272612441555535,0.11010961086576779,0.22042735510797112,0.07904561493541934
5,0.12041014421330896,0.04403866135551594,0.15232640783987858,0.6278487779098486,0.05537600868144792
6,0.19592849255686764,0.05636831886518772,0.30531277893401926,0.37696711216986983,0.06542329747405562
7,0.5913585530861322,0.06565865976280762,0.04863731927636984,0.18389215462712233,0.11045331324756805
8,0.884920325640676,0.06570997692777643,0.024860698042913184,0.008032361910049551,0.016476637478584792
9,0.39365258429635364,0.4017155860098726,0.04238283348710531,0.09754827244285,0.06470072376381854
10,0.0271761273518274,0.011055113080660924,0.025698821477728763,0.9189239939582406,0.01714594413154234
11,0.28174192737585524,0.05110421560224712,0.07906674570850267,0.09516396295867134,0.4929231483547237
12,0.022631134658750166,0.9759516176327531,0.0006316686159750651,0.0003643759913616385,0.0004212031011599133
13,0.07104225432053486,0.23117452796977742,0.5321076142980387,0.06363819750239638,0.10203740590925277
14,0.03453249185592118,0.0773704384245058,0.8167882142932964,0.041893035069238506,0.029415820357038245
15,0.37466840577217375,0.03384719441034277,0.07136023312074431,0.27305360467619677,0.24707056202054237
16,0.3783551515030299,0.09216108031716876,0.3622620367682289,0.07802231422291014,0.08919941718866235
17,0.010157101679271294,0.00589856678391247,0.8415868937875131,0.014459487211127367,0.12789795053817585
18,0.1468974110882763,0.04211282187330297,0.30302335434320704,0.41841441728048395,0.0895519954147296
19,0.07239973330676036,0.19229599709792292,0.21354301945194898,0.11837759925763586,0.40338365088573186
20,0.0146596150437582,0.003710569808027239,0.9576245139177826,0.007475445600760143,0.016529855629671967
21,0.022867761011026052,0.9186644299353872,0.006045700391466888,0.011800530309980312,0.04062157835213953
22,0.42400941842813,0.015092578184492758,0.13589715765071664,0.005498811694722635,0.4195020340419379
23,0.5828850193410936,0.02650716350873337,0.02227810304619823,0.03930166136464328,0.32902805273933156
24,0.037690875956922054,0.009265551161507228,0.37961070570257316,0.5532644329064275,0.020168434272570156
25,0.06082676752296764,0.02066253819267906,0.03136021646542046,0.8624315660701181,0.02471891174881483
26,0.010206214336808656,0.00781796846207144,0.012586374653565331,0.9664342434093997,0.0029551991381550125
27,0.019393227385252284,0.032402730395127664,0.7972511696675125,0.026440880641207185,0.12451199191090045
28,0.9701480024839255,0.0011159718965340383,0.0061554743581441265,0.01267263466590843,0.009907916595487799
29,0.4036693322153159,0.17193679856161706,0.265303223306769,0.12180012857701357,0.03729051733928444
30,0.012330507935223913,0.0016868935349409566,0.004658644450677831,0.9736095229615238,0.007714431117633427
31,0.027922537169006497,0.22545713547804297,0.6615550072410602,0.0618722553609028,0.023193064750987535
32,0.10647621298496245,0.0008052665144242779,0.006123274555003798,0.8848406075484744,0.0017546383971350143
33,0.2502243822689415,0.03191795504820297,0.13755028851956203,0.41710972812627595,0.16319764603701756
34,0.07146117428862044,0.03606227802237122,0.33715277325407034,0.4850135104720107,0.07031026396292724
35,0.026458760306169924,0.933066223960193,0.0022199980589783603,0.03185565969310897,0.006399357981549934
36,0.003661944231107065,0.001739799885359473,0.007226677456893564,0.9850940240576369,0.0022775543690030393
37,0.03650513764686008,0.03242605247468511,0.05420394867315438,0.008172989447864017,0.8686918717574365
38,0.05253183870441903,0.010619097595621116,0.006698514550397927,0.004661696679439716,0.9254888524701222
39,0.2187528722970026,0.014455795725596188,0.03537734530488034,0.05244549352114079,0.67896849315138
40,0.10037664369651643,0.23169813964100644,0.2064618741208979,0.358355252648645,0.10310808989293428
41,0.12969459488256904,0.5762029756928878,0.020002439218878936,0.21926075389990912,0.054839236305755094
42,0.0158116639785073,0.004751179368922153,0.9432841006770973,0.0046283648867511415,0.03152469108872209
43,0.37184925109986355,0.13927720567021373,0.04576312216395237,0.04112723955354513,0.4019831815124251
44,0.13601885109996084,0.2592750675275931,0.027468455763258175,0.43195127170743003,0.14528635390175784
45,0.0698863820389676,0.03340299205507629,0.8370419781988994,0.027123288470054387,0.0325453592370024
46,0.3517464106910866,0.0669745358397988,0.3288769472000547,0.12987084222535134,0.12253126404370855
47,0.003237689823082646,0.0067894995093347775,0.012023817511414075,0.9691909411330587,0.008758052023109692
48,0.006012035446052578,0.981616543977538,0.0025824148869040783,0.002383893428052722,0.0074051122614528985
49,0.004361576527263308,0.0023177566816022007,0.008492597477572203,0.9788533845203868,0.0059746847931756025
